Text,Sentiment
@KLM I used to be PRY/PV ..... wish I could relive those days and become NYC/PV buy there is no way to communicate with NYC or USA KLM :(,Positive
It's really hot :-(,Neutral
@Carouselballet Monday? :(,Neutral
@badoeuf If going to stop breakfast early you might want to remove the 11am from your website. Even McD's doesn't pull that trick. :(,Negative
@blairforce2 which means its on its way over here :( 3rd load just hung up,Neutral
:( but wtf am I supposed to do now without her,Negative
Headache strike :(,Negative
English weather needs to fix up :((,Neutral
Live fam bam but I have a cough :(,Neutral
Absolutely gutted all the James Bay tickets have sold out for Manchester :(,Neutral
Seventh spot na lang :( #OTWOLGrandTrailer,Neutral
Splendour :(,Positive
@lizzytrevaskis @1057darwin OMG! Swedish hair metal legends HäirFørce in the studio while I am on leave??? Noooo :( #givecodpieceachance,Negative
"@missalicebmbds it's sore, Alice. :(",Negative
I'm not ready to work yet :(,Positive
@adoringpreston someone unfaved :((,Neutral
stiles :(,Neutral
@infinityandbion funny mo :(,Positive
someone explain #SandraBland :(,Neutral
@archietalanay dont be sad :(((((( ily,Negative
"@sonzhi No, I am going to spend the night in Prague and then leaving tomorrow :(",Neutral
"one of my friend is following me , a little heart attack , im sorry youre blocked :((((( sadis",Negative
@ellierowexo no I'm annoyed :(,Negative
@GabyInTheFields Consider yourself lucky! my favourite character didn't even make it to the season finale in The 100 :(,Positive
@SarahLucero boo. I had already turned in. Yes. At 915. :(,Positive
@BeaMiller I DON'T HAVE ITUNES SO I'M WAITING #NotAnApology :(,Neutral
my layout doesn't match but it's the closest I could find for my header :( someone help,Positive
@RamaZafar hayeee :( hayeee :( patwari here mam but for IK's vision I would say nothing rather than a lil laugh,Negative
"@Mjbulanhagui13 agh, sorry :-(",Negative
VidCon :( :( :(,Neutral
@Quality_CE don't gas me :((,Neutral
@TheKelseeey awhhh ok ok :( see you nalang when class opens!!! Hehe,Positive
Last night was one of the worst night :( I pretty sure this Albanian women cursed me,Positive
Air Max Tavas pls pls pls pls :(,Positive
@ChaeHyungwon_ taken :( another chara maybe? -teteh,Neutral
@devjoshi10 dev I.m verry sad cause you on twitter and than me off :(,Negative
@ryannhough I can imagine! This would shatter my dreams :-( We'll let our @CooperativeFood colleagues know all about this. ^SB,Positive
Too much missing you :(,Negative
@IMJicellmoreno Nawee ! :(,Neutral
I WANT A WHITE FRENCH BULLDOG :(((,Positive
Wanna feel loved :(,Positive
@WeeklyChris Aww Poor you T.T I wish I was there to help you. Even though I can't really help much :(,Positive
I'm sorry I didn't see this tweet :( 2 Points x https://t.co/N6HMgKfoR1,Negative
I miss the Macho Man :(,Negative
can i hav my purity back ? :(,Neutral
@heartissoJEDlag i have kwento :( fbc,Neutral
3 days without talking with Bae :(,Neutral
@punkrockbgmouth @indiandeathlock whaaaaaaat noooooooo :(,Neutral
"@WeeklyChris 

Please tweet me something I'm sad :( you can cheer me up 
please..",Positive
I miss my brown hair :(,Negative
Nakakapikon yung nagbabasa ka ng blog comments for info and it's full of people asking the same damned questions answered in the post. :(,Negative
@kevinperry leading cause of cancer in children under five :(,Negative
Alone :-( :'( :-\,Negative
"@rcdlccom hello, any info about possible interest in Jonathas ?? He is close to join Betis :( greatings",Positive
@chescaleigh I'm sorry people are being shits who don't respect your personal space. :(,Negative
@seulgi_psv noooo :( *sogok ice cream*,Neutral
"@lucyanne_l Thank you for sending premium writing instrument, however some dastardly swine stole it from envelope! :( http://t.co/xNe3cD6dvk",Positive
Im getting sick and tired of pipol saying Im short... M not Short... I AM TINY :(,Negative
"@Charlie_Bread fair enough :( why would anyone do that? Just seems a tad fucked up 😔 .. It's a wiper, a wiper!",Negative
@EMPERYtech supposedly one of the worst kernels for any device :(,Negative
i'm so bored :(,Negative
Is this true? I doubt it is :( #ZaynIsComingBackOnJuly26,Positive
Today’s job (another facking #Intel). Extra mega careful not to get bent socket pins :-( #PCGaming #PCUpgrade http://t.co/VeJNS9FBfn,Positive
Hate being the messenger :(,Negative
is everyone asleep already?:((((,Neutral
@MoKurd they've brainwashed you :(,Neutral
can some1 pls download smosh:the movie free online? Hahahaha :(,Positive
MY kik - plawnew837 #kik #kikmenow #amateur #sfs #snapme #summer #hottie :( http://t.co/2HnzstgnOa,Neutral
@rivverofhoney Omg no way?! not you guys aswell :-( btw cat litter isnt good for pregnancy make sure u dont go near,Negative
Ah Mensch @Tikus09 :(,Neutral
Sepanx with this one :( https://t.co/4Hp6d3sMwr,Neutral
@LoseThe_Battle We cannot view the picture. Are you unhappy with the seats on our bus? :(,Negative
There's a huge bag of presents from Luke and I can't open them until he's back from work :-((((,Positive
@baexrv pcy mine :-(,Neutral
@walesdotcom @Visitcaerphilly last time I went to Caerphilly I couldn't find anywhere selling local cheese :-(,Neutral
My eyes are really bad today and I don't even have my glasses :(,Negative
@rauhlstilinski I'M OMW😍 lol I wish :(((((,Positive
@lukesdagger JOKE LANG EH :( HAHDHDHSHHS,Positive
Never seeing your dad until midnight bc he worked hard as fuck :( #GrowingUpPoor,Negative
"@JackJackJohnson @jackgilinsky NUMBER ONE IN AMERICA!! 😭🇺🇸
i wish i could buy it but no money :( http://t.co/7xyNmimTpR",Positive
Wish that I can buy all Bangtan's merch :(,Positive
The pain of all #UberIceCream drivers being busy :(,Negative
@lawrenceispichu oh gosh what did you say? And aw hun :( *cuddles*,Neutral
@DatMelvin @Official__Jakub me wants! :(,Positive
@taimoor_mahmood taimoor Meray dost :(,Neutral
@literalwt tyas mind to refollow me :(,Neutral
My stomach is killing me :(,Negative
as if not an apology isn't available in australia :(( @BeaMiller,Positive
ksoo u dumb butt :(,Negative
@D4nMeAtSix @carterreynolds omg why am I getting hate for being a sex offender :( poor me :( I'm a stupid pissbaby,Negative
i want to finish death parade by this weekend :(,Negative
"I'm so frustrated with my planks. The times are super inconsistent, and I have no idea what I'm doing wrong. :(",Negative
"RIP TOM MOORE...... I LOVE READING HIS COMIC BOOKS....
ANOTHER GREAT ARTIST I WILL TRULY MISS  :( http://t.co/f5uVxTUcSE",Positive
@tylerftirwin I miss this so much :(,Negative
@catasrtophe awww i miss you too i swear but Twitter these days are truly boring so i rather watch movies and football :(,Negative
when can sch get better........ :-(,Positive
my throat is so so sore :((,Negative
Why is no one awake :(,Neutral
Im hungry now :(,Neutral
"Get in the bin, OSX/Chrome/Voiceover &gt;:( http://t.co/0bcvA6YjWu",Positive
😂😂 what a night :(((((( so devo xxx https://t.co/9ixTnyBXLb,Neutral
im so sad :(,Negative
I hope it's wrong about #HulkHogan but I think I know deep down its not. It's hurtful to wake up that kind of unpleasantness :(,Negative
@Yoonginese I don't even know what to say :(((,Neutral
@kingsxcreed daaaaaamn :((,Neutral
@maaaybs Grabe ang harsh huhuhu why u like that? :(,Negative
@halfmoonhalsey aw babe :((,Neutral
my boys r playing :( and i cant watch it :( rip,Positive
"Dadas uh iphone na, :(:( [pic] — https://t.co/Jr4U98A8ja",Neutral
@OscarTrue89 no sorry I'm fully booked :-( xx,Negative
@ssulstagram why you unfollow me unnie?:(,Neutral
@norman__g lucky spike only :-(,Positive
@imaginIarry omg i miss you 2 :(,Negative
Why didn't Panic's new album come out on the 22nd :(,Positive
"bigbang need some rest :( they have been travelling from one place to another, must be really tiring for them :(",Neutral
@Atunci_CoV @QuetaAuthor :( rude,Negative
@nickiminaj you mention South Africa so many times in your song its about time you come to South Africa ! :(,Neutral
"Hate when I can't remember my dreams, I love sharing them :(",Negative
What is going on in America man R.I.P to all the victims in #Louisiana :(,Negative
When school comes between me and twitter :(,Neutral
Taking 190 at such a horrible timing :(,Negative
@myungfart ella :( cheer up pls,Positive
"@Lizarrdz That's no excuse for launching an attack Lizardz, you should feel like shit for doing that.  I am deeply ashamed of you.  &gt;:(",Negative
@dtaylor5633  Nothing worse :(,Positive
@cockneyradish Sorry about that :( We need to get an emergency engineer out to you! Will you be home for the next 4 hours? ^Laura,Negative
I can never go to sleep early :( lol,Positive
@elglozano home dormtel near st scho!! all girls siya tho :( do you want me to help you find oneee,Positive
@JDRaPlD @Excluzzive I was talking to exclusive :( U know I carry U want me to play 😘,Positive
7pm on a Friday and I am dead :(,Negative
"@fantasticpru @gemmajoobjoob Sorry Nat, school holidays.. :(  and I'm working at 1pm.",Positive
@Vitality_Watson why do you do this when Im in work :(,Neutral
"@Shansdoe every time i have feta cheese, my head starts to blaaaaze! sometimes my vision is messed too and nausea comes in :(",Negative
"@natzaz17 Oh no, that's not good :( We're not aware of any issues. Have you been able to top-up now?",Positive
"Sharknado, one hour that I will never get back :(",Neutral
"Yeah, leave me on read :-(",Positive
I cannot even sleep right now :(,Neutral
And Ernie :(,Neutral
.@ItsFoodsPorn all over my TL :( hungry af!,Neutral
@Marguuuuh it's raining :-(,Neutral
@DasCarrot no EZOO for me this year sorry :-(,Negative
Looking for fun? SNAPCHAT : LilyButle18 #snapchat #kikmenow #amateur #kikmeboys #seduce #hannibal #kiksexting :( http://t.co/y8RcKiqSZ3,Positive
when ed sheeran is preforming in your country tonight and ur not going :(,Neutral
@Uber_Mumbai Cannot seem to get one in Powai! :(,Neutral
My neighbor doesn't let me sleep :-(,Neutral
@The_Lie_Lama back to Delhi :(,Neutral
@ButtCupboard my feet were cold!!!! and there was no point in taking the socks off okay stop :(,Negative
i can't belieb it's raining :(,Neutral
Since models own stopped stocking at boots I can't get any and I can't even order online because it's telling me it's unsafe :(,Negative
@crushinghes the summer holidays are great but I'm so bored already :(,Positive
@X2raw_evicted Oh. I was planning on streaming Halo on Xbox One today.  :(,Neutral
"Drop Dead Fred use to be my favorite movie 
I wish I had it :-(",Negative
remember was #2 on gaon and bad was #6 but infnt are eligible and apink are not :(((( acube why'd u do this,Negative
So sad every time apink has an event .. Don't understand Korean  :( 😭😭,Negative
@iamcharleigh_ :( have fun,Positive
Bullshit......:((,Negative
"@Taylan247 :( - Do you know what happens to the internet light when the connection drops? Thanks, Kei.",Positive
@Nigguhjoee @Kvndrewhdz @xEnigma93 I wish I could hear food :(,Positive
@HanaaGhzlli hanaaaa its your birthday???? ya Allah sorry for not wishing you in the van jn i tak tau :( happy birthday gorgeous!,Positive
@redlipshoran @JacobWhitesides omg really? I'm sorry babe :(((,Negative
@tallertara what happened soul sis? :(,Neutral
And faith :(,Positive
What was the last present you received? — haha. basta. :( http://t.co/xhdfobhn8N,Positive
Went to bed with headache...woke up with headache :(,Neutral
Snapchat me guys : JasminGarrick #snapchat #kiksexting #chat #sexting #addme #mpoints #hotmusicdelocos :( http://t.co/xXfTQWzhAI,Neutral
Relation full of lies :(,Neutral
aw fuck there's a dress bag on the floor. dammit that's really loud :(,Negative
"Dhis👉 @AhmedMarzooq blocked my twitter :( thank you for the good time 😢 I play 8ball,  FAKMAREY,",Positive
@LaEtchi unfortunately yours smells like doo doo :(,Neutral
I wanna go to six flags :(,Neutral
@Sam_Ardi sorry :(,Negative
Shopping isn't fun when you're on your own :(,Negative
I miss cat :(,Negative
@bbgurrll i miss you too :(,Negative
"I would like to be able to work full time on this stuff, but after this move, I'm having to consider taking on a fulltime job. :(",Positive
@izzsugden yeah I've seen something about tinder on fb!! I was rooting for them :( but the other woman is frustrating me being so awkward!,Negative
"No food in the kitchen, no money in my wallet (thanks Barcelona) and my dad hasn't been home in a month so no beet juice either :(",Positive
"DCI today, now I wish I was going :-(",Positive
@TrevvyM114 At work and freezing :(,Negative
"Srsly, Y U do that? :((  https://t.co/g0r01GGj2b",Neutral
Hate seeing my granddad like this :(,Negative
@cessyybells sorry pre :(,Negative
@voxcinemas I want the minion bucket please :( it wasn't there yesterday! :(,Positive
"All is fair in love and war kapan update :(

Oh ya udah dihapus. Hilang dari muka bumi.

I want to read it once more someone give me link 😢",Positive
@tiaramescudi girl that was so quick too :(,Neutral
"so many nasty, narrow minded people :(",Negative
i want this in my room :-( http://t.co/alpqbVixcP,Positive
Because your friend does not respect your life :-( I'm sorry  https://t.co/ApJ18ZWK0x,Positive
@CollagenShots Sadly not :( @Fighting_Fifty @AmazingPRltd @Janettaras @Gracefodor @NikkiTMB @rozhubley,Negative
Sucks how I'm Gona miss Chellos party :(,Negative
"@RCDeportivo hello, any info about possible interest in Jonathas ?? He is close to join Betis :(",Positive
@LizaNMinnelli i can't watch it on my phone. Sorry :( thank you still &lt;3,Positive
The taxi driver thought me and Sophie worked for Nintendo and took us into the gates :( the security guards gave us the dirtiest looks haha,Positive
@1994sdork omg :-(( I LOVE YOU SO MUCH MONICA SEE YOU SOON AAAHHH !!!,Positive
:((( (at Crepes 40) — https://t.co/bazEmHlhYL,Neutral
@captaintn @JAYBUMAOMGY @satgotlloco @longlivesamd don't kick my bae :((,Neutral
@JoWaltham haha. Sounds like you’re having fun and games :(,Positive
@justinbieber you don't follow me :(,Neutral
school is on monday but i don't wanna meet new people :(,Neutral
@exhaustcd BUT... I HAVENT FINISHED YET :(,Neutral
@bbomiyeh No. U forsaken me and ran off with the other gf. :(,Neutral
Kanin please :( xD,Positive
Can not get on #hypixel :( want to record grrrr #thestruggleisreal #geek #gamer #gamers #youtube,Negative
@EdmundMcMillenn I want afterbirth now :(,Positive
this is a bummer :( apink's digital + physical sales have been super great but bc of the timing of the album release they aren't up to win?,Positive
OverPerhatian:(:(,Neutral
this is so sad :((((((((,Negative
@GarryBrown75 That's awful :( My son missed his physics exam because he had chicken pox and they gave him a predicted grade. Poor girl.,Negative
"but srsly tho, bae looks so out of it :((((",Neutral
@Cr4sh0v3rr1de Ahm...I've never been to London...nor on a holiday outside of Ireland in nearly 8 years :( Never got the chance/cash to go,Negative
please follow me :( @JackJackJohnson,Positive
@fivedorkz why omg :-(,Neutral
5am &amp; I'm up wit ha damn headache :(,Negative
I had a dream that I met Karlie Kloss &amp; she was so so sweet &amp; she wanted to take like a bunch of goofy photos with me. :(,Positive
i didn't realize it was 3 am i was watching concert videos and pcd is extremely hard rn :(,Negative
"@matthaig1 SORRY if I antagonised you with this. But she calls herself a writer. And has had several polite nudges, too... :(",Negative
@helter_skeleton I haven't delved into it enough but what I have seen and heard is fucking horrendous. :(,Negative
@luke_brooks follow me :(,Neutral
@AdaptsTheGod but duo we both dropped double digits :( TWICE,Neutral
@DaShawnBullfrog @PapaHogieBear I just got here :( come!!!',Neutral
THEYRE SO CUTE I WISH I KNEW WHAT THEY WERE SAYING :( http://t.co/Vr3ICTaFIS,Positive
I care :( http://t.co/Oe5ID3cJIR,Positive
@Jenna_Marbles I wish I could've met you :(,Positive
My grandad really isn't well :( I worry so much about him!,Positive
@ayyedolans DO U HAVE GRAY'S FOLLOWK?!! OMG ITS TOO HARD these DAYS U KNOW :(:(,Negative
@nighteyeslrh and idk what to do bc we have no money if we leave :-(,Negative
"@KyuminpuVELF a lot of people suggest, but they still aren't :(!",Neutral
@justinbieber follback me pls :(,Positive
@BroderickDamien you have to get a pace maker? oh no! :(,Neutral
@isalouise2012 ah mince :(,Neutral
@scdesc Molly deserved a much higher place :(,Neutral
I'm so hungry :((,Neutral
all i wanna do is have a good time with no one hitting on me or dating me is that too much to ask for :(,Positive
Feeling very sucky w this running nose cough sore throat and fever :-(,Negative
@flirtyoakley same i hate hot weather :( its my graduation ceremony later and all the boys are gonna wear suits everyones going to die,Negative
"@AlexaBailon ""let's go to a party....in our pants "" ew :( gross",Negative
someone has niall layouts to give me? :(,Neutral
"hey christine, why so moody? :(",Negative
@bluexxdream i miss you :(,Negative
THROWBACKS :( http://t.co/WEbrI8gAgM,Neutral
@jesuskylie @tothebeyhive thats not a good enough of a reason :( please dont leave youre one of my fav barbs,Positive
"@LewissCharles Cooper, but I'm not convinced. Neither of your 2 please! I'm more concerned with Creasy winning Deputy - but she won't :(",Positive
@3nymph some taste so bad though :(,Negative
i was joking only man :(((((,Positive
"I never removed the Minion from my car and now after 23 days it has run out of batteries! I have no ""Banana's"" :(",Neutral
@CurlyxStyls i want a sponsor but my acc is new so i don't have even 1k :(,Positive
What if I told u guys its my bday today ? :( all gift I want is $5 paypal,Positive
goodbye stage already :-(,Neutral
@pixiesuga shit idk what time it is for me :((,Negative
today was tiring :-((,Neutral
@ughponcong pretty :(,Positive
:((((( matt,Neutral
"@DEPORSEMPRE1 hello, any info about possible interest of Jonathas ?? He is close to join Betis :( saludos",Positive
hey someone text me :((,Neutral
Another dissapointed review :( http://t.co/HlnZzdW0Tz #bbloggers #makeup #beauty @BBlogRT @BBloggersUnite @FemaleBloggerRT,Positive
😫 &lt;-- this has to be the face every guy pull when getting head but can feel your bae's teeth in his dick :(,Negative
Ahhhhh well :(,Positive
i wanna see paper towns w/ @milesfloresss :(,Neutral
where can i get long lasting black pumps :(,Neutral
@jaydebose omfg it's the most beautiful place ever I miss it so much :(,Positive
Hate pimples :(,Negative
it's almost 12 but i'm so tired :(,Negative
@latersbby honey &amp; brown sugar is only good for ur lips :/ but the amount of stuff I used on my face that I could've used on food instead :(,Positive
@shagotpm ikr hais why would someone sell that precious thing? :((,Positive
I'm so tired :( I haven't got a good sleep in a while,Negative
@ZhenJie3007 yea man... Suppose to football tdy man but plan fail :(,Negative
Please god I don't wanna go to work :(,Positive
@gracioussam I kinda miss Pamela and good!Anna :(,Positive
"@norm Can we please be woes? I can't run through the six with you, though, as I live in Mexico :(",Negative
@Charlotte_Solom idk if I can because I'm getting a mini bus there so idk what time I'm going to get there :(,Negative
"@harriep Hi Harry, sorry :( We're working on a mast in the area. This can cause intermittent service until the work has been completed.",Negative
Looking for fun? SNAPCHAT - JannieCam #snapchat #kikme #webcam #snapchatme #kikhorny #musicbiz #hotmusicdelocos :( http://t.co/8aOe100cdC,Positive
@KirkHerbstreit Braxton should have gone pro! :(  I feel bad for him.  Urban is unprecedented in brainwashing (see Tebow and Alex Smith),Negative
@dxniellacueto wat. Okaaay huhu :(( sayanggggggggg did you find yah phone?,Neutral
"1. Taxi Service
2. Second Scheduled Blog Post
3. HOUSEWORK OR BUST :(",Neutral
My mum says she's done &amp; that she's leaving my step dad :-(,Neutral
I want to go to Disneyland so badly :-(,Negative
BC OF THE 'THOMAS' NOT BEING TOMMYY :(( https://t.co/pYbIISPopv,Neutral
@LouiseMillerx @RedShoes4Life @x_Kisaragi @DayveHallam Billy did. I haven't... :(,Neutral
I fancy Kevin Clifton from strictly come dancing so much but he's now married :( whyyyyy,Neutral
NSC and MAT 0 tomorrow :(,Neutral
@denissely Awhh i didn't see you guys or i would've rammed my car into you :(,Neutral
@bandq_help that's ok :( is there any reason why the vouchers can't be used online??,Positive
KIK me : smadvow544 #kik #kikgirl #lgbt #photo #model #free #hottie :( http://t.co/Rzo9DqAXei,Positive
@halle182 everyone's at work I can't even get to yours :(,Neutral
@quidco @TPOuk would love to see acdc..missed out on tickets :(,Positive
@Lungi_jobe :( akere ive been sending ka my gmail and u not getting :(,Neutral
It's their last stage today :( I'm going to miss them seeing them almost everyday,Negative
"""@Boy_Hugots: Never give up. The best things take time."" weh :(",Negative
GUYS add my KIK - sprevelink633 #kik #hornykik #chat #porno #orgasm #free #webcamsex :( http://t.co/ZepUgc5yJ3,Positive
@xsushie why you're now lana? :(,Neutral
Missed 11:11 :( btw my wish was for @carterreynolds to follow me♥ #LoveYouTillTheEndCarter ☺,Positive
"@Shonette @HartsBakery Aw that sounds great, better than what i  have for lunch :(",Positive
"I want to play the SFV!!!
Capcom plz :(",Positive
"Tips ONLINE!
6/7 WINNERS yesterday!
Just 1 goal off a nice 20/1 :(
Hopefully a similar strike rate today!
http://t.co/lJEB3EPZVt",Positive
@phenomyoutube u probs had more fun with david than me : (,Positive
Soooo burnt.... :-(,Neutral
need new phone :(,Neutral
Missing my tito daddy :(,Negative
when will rosie and hayoung shut up :(,Neutral
I just want the Ram and NLB :-(,Positive
@KyraaVazquez @geneanex HAHAHAH holy shit!!! Comforting why? :(,Negative
"@OhHeyItsAJ How could you be flat and have abs at the same time... @_@ 
Gym tayo G!! :(((",Neutral
@RohYB_ @Glanny_ @_wattie yeah :(,Positive
First two days of Katies summer and she's been back and forth to the doctor with suspect meningitis and viral tonsillitis :( poorly girl 😷,Negative
I wanna go to the movies today but no one is down :(,Neutral
I want to watch Paper towns :-(,Positive
@katiejosephx I've had no reply yet :(( !! But ange has given me some work for the next 3 weeks 😝 x,Neutral
@cmoan3 don't say that :-(,Neutral
Babyy :((( http://t.co/WX0gjCms9t,Neutral
@Cath_Kidston they dont have it either :( I will just have to have ugly cushions for a little while longer. thanks for your help.,Positive
@JayMcGuiness happy birthday again! And please come back to singapore :-( 😿💓💓💕😚😚😚😚😚❤️❤️❤️❤️❤️ http://t.co/5LIiqJqpBt,Positive
@APluckyHeroine @Mrsnige no. They have to weigh up risks. Premiums will go up. :( A lot of money.1 reason I'm not that keen on getting a dog,Positive
@PexDesigns @TheAnimeBible I know that feel man :(,Neutral
@Wolf_Stack yeah by the looks of it :(,Positive
"@walls @UberUK @cornettouk I can't see where it says ""ice cream"" on the uber app :( what do I do after setting my location?",Neutral
@BenJPierce I wish I could see you Ben :(,Positive
@kennyfairley @kevrobbo27 i don't think we will ever win the Petrofac Cup :-( ;-),Negative
15 Days ago Danny took my wig and put it onto mark's head I want to go back there @thescript @TheScript_Danny :( ♥ https://t.co/9ojA3FPxKF,Positive
"This&gt;@AnaMyID a pathetic emotional burden.Says she likes me, cares about me, hugs me, respects me, tolerates me! &amp; calls me names too! :-(",Positive
is allergic to cats... itchy throat. :(,Negative
@sxnflame I don't like dogs :(,Negative
"Man right now, I wish someone would bring me food to my office. I'm starving. :(",Neutral
@VyenAngel gosh its cheaper in malaysia :( here its worth 130 +shipping,Positive
the weather is set for more sleep but responsibilities. :-(,Neutral
i think someone hacked my other acc :(,Negative
Guys nooooo :-( what a WOW!!!!! Wow wow wow,Positive
"This boy was snapchattimg me and I was happy bc friends then he ruined it when he said ""you wanna have fun😏😏"" :((",Positive
@sambirmingham2 I couldn't!! I look 12 still :((,Neutral
@lemoncandykiss tbh I forget who is the donation manager in Sin &amp; due to my hp corrupted did a restore all my data lost lor :(,Negative
@Juandicimo23 it's the worst pain :(,Negative
@ladyliaaxoxo but never dedicating anything to me :( smh lol,Positive
Irene unnie bite her fingers and worriedly stared at staff :( ~it's okay unnie,Negative
I feel so sick :((((((,Negative
@deano042 @RealKrisTravis WHAT :(,Neutral
GUYS add my KIK - toneady46532 #kik #kikmeboys #wife #porno #snapdirty #premiostumundo #sheskindahot :( http://t.co/Swy2jBs8SC,Neutral
Omfg the hugging corpses :(((((,Positive
@MynameisQin @ManiiFanii #taeny #fyeah the link is broken :(,Negative
"@DeEstrellados hello, any info about possible interest of Jonathas ?? Hes close to Betis :(",Positive
I CANT WATCH TONIGHTS ANDROMEDA :(((,Neutral
"@yuniizu LA time, right? Yes yunnie, im serious :(((",Positive
Why do developers release good games during school?? :(,Positive
"@djdarrenjones Thank you! I feel awful, not been this sick for a long time :(",Negative
"@cloudljp THERE WERE A LOT OF WRITINGS OF THE BOYS IN MY SECTION WHDJWKSJA IDK THAT ZIAM WRITING STILL FUCKS ME UP

i go to a 100k school :(",Negative
@LushKitchen Noo I've ben watching it like a hawke all week! So gutted :(,Positive
Don't spoil me :( http://t.co/XJGO5Znsjh,Neutral
None of you were hiding behind my shower curtain again :(,Positive
"@adlow76 :( I wanted it to be good, or at least watchable - but by all accounts, it's neither",Positive
I WANT TO WATCH! :( https://t.co/wdETpUIyOZ,Positive
My last day in Indiana :((((,Neutral
when your fav cheese gives you migrines :( &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,Positive
still sad that we haven't fixed my cars window bc I can't drive anywhere without being scared it'll shatter on me :(,Negative
@hannardynamite I only have the morning off work unfortunately :( are you at GDCE/Gamescom?,Negative
@jjjaneell hay idk baby :( 😭😭😭😭😭😭😭😭😭😭,Negative
@VGO__ Oh no :( Do't think that. Do you have a parcel coming from Yodel now? If so hit follow &amp; DM over your tracking num. Chelsea,Neutral
I wish I could be friends with everybody :( lmfaooooo,Positive
Oooooouch!!! My poor pinky toe 👣 Good thing I work for Podiatrists. Just waiting until morning so I can go in. Hurry and be morning :(,Negative
"@michaelsutthako morning , i miss you :( :*",Negative
I miss my old house because you could hear when my parents door opened. Now I have to act like I'm asleep :(,Positive
Gusto ko ng Rodic's :( someone share an order with me because one's big,Positive
@SVTNDino adoohh :(,Neutral
@bumkeyyfel b-butt : ( isn't black cat a bad luck ene,Positive
"Missed out on tickets for @BelleSGlasgow's @RoyalAlbertHall shows this morning? :(
Get your #Tigermilk fix at http://t.co/QGGHsnicxv",Negative
@21dadoongie yes hopefully next year :((,Positive
I want to meet Jacob so bad @jacobwhitesides :(,Negative
Can you please tell me :(,Positive
"@yoditstanton @elise_huard @bodil I used to recommend East Dulwich, but it's gone super crazy in the last five years. :(",Positive
@becchall awwww i miss you too! :(,Negative
The last few episodes were really intense :(((((( kagami n kuroko forever &lt;3,Positive
can't sleep :-(,Neutral
I just can't say nah to food :((((,Positive
@keancipriano I want to see you :( sana makita na kita and ang @callalilyband .,Positive
spooky jim and smol bean :(,Neutral
One of the guys from true blood was in St. Fagans yesterday :( :( :( @KimIannucci,Positive
@Charlottegshore Where can I buy your book #MeMeMe? I live in Finland :(,Neutral
@theohurts whaaat. this so isn't fair :(,Negative
@JayMcGuiness nooo stay in UK IM HERE :(,Neutral
@Ashton5SOS aw poor thing :(,Negative
@Hafeelalala I also want :((,Positive
@elementaladam This looks amazing! (think I saw them at meadowhall the other day actually) unfortunately its a weekend so I'll be at work :(,Positive
@seokielips sorry :( i spend more time on instagram now,Negative
"RIP Lola. :( I'll miss you. Sorry at di kita nadalaw the last days. Thank you for everything.. sa memories, sa warm hugs, sa lahat. Labyu la",Positive
@kaydeejimin okies :-(,Neutral
""" I dont want anything happen to my bae :( """,Negative
Who even started this trend? I wanna know if there is a jot of truth :( #ZaynIsComingBackOnJuly26,Positive
Snapchat me guys : IvyPowel19 #snapchat #kikhorny #chat #girl #like4like #travel #phonesex :( http://t.co/HNMkErVr2O,Neutral
@1DalertGER Schade :(,Neutral
Missin my homeslice on her bday :(( &lt;/333 @wraithmedia http://t.co/1J3qYUTTqG,Neutral
My poor throat :(((,Negative
"MY FAV EMOTICON RIGHT NOW IS THE "" :(: "" EMOTICON",Positive
you see i'd get my eyebrows done at prettylooks but i wanna try different styles too :(,Neutral
rip whitney houston. :(,Neutral
"@iAhmedMallick @LightAgayi 
Aur ap bhi is me shamil ho :(",Neutral
I haven't been on much these past 2 days bc I need to save my 3g but I feel like I've missed tonnes :(((,Positive
@gambl3d Hey there - sorry to hear this :( Have you checked the service status page → http://t.co/xyUrkkSa60? Gen,Negative
"Are you holding back 
like the way you do :(",Positive
"The amount i'm eating these days is ridiculous, don't know why I'm suddenly always hungry :(",Negative
omg when ally hugs mani she wraps her arms around her neck and pulls her closer :-(((,Positive
@SensodyneIndia I loved it but this #ToothSensitivity :-(,Positive
@jjjaneell yes we should :(,Positive
@guptashas @cquenx We were heartbroken too! :( @Uber_Delhi,Negative
A chover :(,Neutral
i want cebu lechon :(,Positive
my head is killing me :(,Negative
@BABYGVL i want a kitten so badly oh my god :((,Negative
"@Taylorr0se if I sleep, I won't wake up on time :(",Neutral
Add my SNAPCHAT : JannyGreen22 #snapchat #kiksex #xxx #seduce #tagsforlikes #nakamaforever #hotels :( http://t.co/K8jYN7SdAL,Neutral
@ellieharveyy it probably your fault he lost his phone :(,Negative
"@Glanny_ @soL_Lyah @_wattie I told him to suicide and kill both of you, but you ran away forever :(",Negative
are you mad at me ? what did i do wrong ? :( what should i do to make you forgive me :(((,Negative
@ConnorFranta PLEASE FOLLOW ME CONNO!!!! I'M LATE AGAIN!!! BECAUSE TIME ZONE AND I COULD FREAK OUT THAT YOU NEVER SEE ME!! :(,Negative
@iperfectyonce @justinbieber its my biggest dream can u follow me brooo :((((,Positive
@elegantxharry I'm a lonely girl from England too :(,Negative
